factory_no,machine_no,part_no,serial_no,timestamp
3,3,c42CLDR,c42CLDR0136661595079914,1595079914.5643995
3,4,d42CLDR,d42CLDR0136661595084114,1595084114.3017983
3,5,e42CLDR,e42CLDR0136661595078414,1595078414.9696975
3,6,f42CLDR,f42CLDR0136661595117419,1595117419.7301185
3,7,g42CLDR,g42CLDR0136661595076420,1595076420.214127
3,8,h42CLDR,h42CLDR0136661595099420,1595099420.8506246
3,9,i42CLDR,i42CLDR0136661595132358,1595132358.0944881
3,10,j42CLDR,j42CLDR0136661595120952,1595120952.4558342
4,1,a42CLDR,a42CLDR0146661595106929,1595106929.2065976
4,1,a42CLDR,a42CLDR0146661595062305,1595062305.1899118
4,1,a42CLDR,a42CLDR0146661595049215,1595049215.0487301
4,1,a42CLDR,a42CLDR0146661595118058,1595118058.261033
4,1,a42CLDR,a42CLDR0146661595072462,1595072462.3125925
4,2,b42CLDR,b42CLDR0146661595128400,1595128400.6473398
4,2,b42CLDR,b42CLDR0146661595068143,1595068143.6192102
4,2,b42CLDR,b42CLDR0146661595080896,1595080896.3562515
4,2,b42CLDR,b42CLDR0146661595081249,1595081249.1905875
4,2,b42CLDR,b42CLDR0146661595086241,1595086241.3806822
4,3,c42CLDR,c42CLDR0146661595076428,1595076428.1942225
4,3,c42CLDR,c42CLDR0146661595104284,1595104284.4599025
4,3,c42CLDR,c42CLDR0146661595112726,1595112726.8540936
4,3,c42CLDR,c42CLDR0146661595065896,1595065896.8650193
4,3,c42CLDR,c42CLDR0146661595103764,1595103764.6547775
4,4,d42CLDR,d42CLDR0146661595066907,1595066907.69657
4,4,d42CLDR,d42CLDR0146661595130783,1595130783.7638953
4,4,d42CLDR,d42CLDR0146661595116810,1595116810.4276483
4,4,d42CLDR,d42CLDR0146661595084075,1595084075.2078266
4,4,d42CLDR,d42CLDR0146661595114490,1595114490.8571382
4,5,e42CLDR,e42CLDR0146661595081702,1595081702.8338468
4,5,e42CLDR,e42CLDR0146661595085239,1595085239.1738455
4,5,e42CLDR,e42CLDR0146661595068676,1595068676.58267
4,5,e42CLDR,e42CLDR0146661595072730,1595072730.303093
4,5,e42CLDR,e42CLDR0146661595112362,1595112362.4680314
4,6,f42CLDR,f42CLDR0146661595118793,1595118793.207338
4,6,f42CLDR,f42CLDR0146661595105025,1595105025.9523292
4,6,f42CLDR,f42CLDR0146661595066499,1595066499.8502994
4,6,f42CLDR,f42CLDR0146661595076832,1595076832.6818
4,6,f42CLDR,f42CLDR0146661595070664,1595070664.9804919
4,7,g42CLDR,g42CLDR0146661595065908,1595065908.1218703
4,7,g42CLDR,g42CLDR0146661595111163,1595111163.108374
4,7,g42CLDR,g42CLDR0146661595060005,1595060005.2518663
4,7,g42CLDR,g42CLDR0146661595121083,1595121083.4796352
4,7,g42CLDR,g42CLDR0146661595113257,1595113257.6875587
4,8,h42CLDR,h42CLDR0146661595093684,1595093684.0563867
4,8,h42CLDR,h42CLDR0146661595115960,1595115960.170059
4,8,h42CLDR,h42CLDR0146661595134799,1595134799.8517919
4,8,h42CLDR,h42CLDR0146661595088644,1595088644.9008236
4,8,h42CLDR,h42CLDR0146661595061550,1595061550.1838381
4,9,i42CLDR,i42CLDR0146661595118519,1595118519.3479218
4,9,i42CLDR,i42CLDR0146661595054119,1595054119.5003905
4,9,i42CLDR,i42CLDR0146661595101785,1595101785.3210025
4,9,i42CLDR,i42CLDR0146661595104870,1595104870.0045998
4,9,i42CLDR,i42CLDR0146661595131095,1595131095.9736078
4,10,j42CLDR,j42CLDR0146661595123894,1595123894.5625818
4,10,j42CLDR,j42CLDR0146661595063588,1595063588.985405
4,10,j42CLDR,j42CLDR0146661595051898,1595051898.4417655
4,10,j42CLDR,j42CLDR0146661595075748,1595075748.1573763
4,10,j42CLDR,j42CLDR0146661595059976,1595059976.0213673
5,1,a42CLDR,a42CLDR0156661595073857,1595073857.5449276
5,2,b42CLDR,b42CLDR0156661595117760,1595117760.665461
5,3,c42CLDR,c42CLDR0156661595075574,1595075574.0832076
5,4,d42CLDR,d42CLDR0156661595073370,1595073370.1369822
5,5,e42CLDR,e42CLDR0156661595054926,1595054926.070202
5,6,f42CLDR,f42CLDR0156661595065401,1595065401.4942327
5,7,g42CLDR,g42CLDR0156661595106139,1595106139.2429292
5,8,h42CLDR,h42CLDR0156661595084716,1595084716.4465716
5,9,i42CLDR,i42CLDR0156661595118203,1595118203.5135386
5,10,j42CLDR,j42CLDR0156661595066412,1595066412.4764163
1,1,a42CLDR,a42CLDR0116661595218558,1595218558.0128253
1,2,b42CLDR,b42CLDR0116661595142636,1595142636.815241
1,3,c42CLDR,c42CLDR0116661595220656,1595220656.9135122
1,4,d42CLDR,d42CLDR0116661595218104,1595218104.6645784
1,5,e42CLDR,e42CLDR0116661595209132,1595209132.92982
1,6,f42CLDR,f42CLDR0116661595212858,1595212858.8610103
1,7,g42CLDR,g42CLDR0116661595179529,1595179529.459839
1,8,h42CLDR,h42CLDR0116661595209318,1595209318.7344472
1,9,i42CLDR,i42CLDR0116661595181130,1595181130.7183058
1,10,j42CLDR,j42CLDR0116661595205478,1595205478.147259
2,1,a42CLDR,a42CLDR0126661595206230,1595206230.380663
2,1,a42CLDR,a42CLDR0126661595167246,1595167246.2481375
2,2,b42CLDR,b42CLDR0126661595162950,1595162950.1921537
2,2,b42CLDR,b42CLDR0126661595214978,1595214978.8768158
2,3,c42CLDR,c42CLDR0126661595194760,1595194760.0484173
2,3,c42CLDR,c42CLDR0126661595145059,1595145059.1385434
2,4,d42CLDR,d42CLDR0126661595146531,1595146531.8246973
2,4,d42CLDR,d42CLDR0126661595162486,1595162486.5828512
2,5,e42CLDR,e42CLDR0126661595200365,1595200365.716814
2,5,e42CLDR,e42CLDR0126661595203713,1595203713.451637
2,6,f42CLDR,f42CLDR0126661595149206,1595149206.0330126
2,6,f42CLDR,f42CLDR0126661595166671,1595166671.5883174
2,7,g42CLDR,g42CLDR0126661595214503,1595214503.675131
2,7,g42CLDR,g42CLDR0126661595217328,1595217328.627141
2,8,h42CLDR,h42CLDR0126661595163529,1595163529.9068816
2,8,h42CLDR,h42CLDR0126661595208936,1595208936.997643
2,9,i42CLDR,i42CLDR0126661595150520,1595150520.4541714
2,9,i42CLDR,i42CLDR0126661595191713,1595191713.0988314
2,10,j42CLDR,j42CLDR0126661595162085,1595162085.8558342
2,10,j42CLDR,j42CLDR0126661595160476,1595160476.9828775
3,1,a42CLDR,a42CLDR0136661595153010,1595153010.9766748
3,2,b42CLDR,b42CLDR0136661595142344,1595142344.9074879
3,3,c42CLDR,c42CLDR0136661595207900,1595207900.1056259
3,4,d42CLDR,d42CLDR0136661595185624,1595185624.7236638
3,5,e42CLDR,e42CLDR0136661595166711,1595166711.359521
3,6,f42CLDR,f42CLDR0136661595135276,1595135276.5056589
3,7,g42CLDR,g42CLDR0136661595213646,1595213646.4604738
3,8,h42CLDR,h42CLDR0136661595176043,1595176043.1251507
3,9,i42CLDR,i42CLDR0136661595164753,1595164753.6363876
3,10,j42CLDR,j42CLDR0136661595208022,1595208022.3177528
4,1,a42CLDR,a42CLDR0146661595173787,1595173787.2954745
4,1,a42CLDR,a42CLDR0146661595145191,1595145191.2876196
4,1,a42CLDR,a42CLDR0146661595166539,1595166539.1276443
4,1,a42CLDR,a42CLDR0146661595148723,1595148723.622951
4,1,a42CLDR,a42CLDR0146661595192698,1595192698.3848138
4,2,b42CLDR,b42CLDR0146661595178560,1595178560.0453172
4,2,b42CLDR,b42CLDR0146661595193279,1595193279.967102
4,2,b42CLDR,b42CLDR0146661595201759,1595201759.3504207
4,2,b42CLDR,b42CLDR0146661595177274,1595177274.1948357
4,2,b42CLDR,b42CLDR0146661595169536,1595169536.8686934
4,3,c42CLDR,c42CLDR0146661595171593,1595171593.456095
4,3,c42CLDR,c42CLDR0146661595138422,1595138422.034756
4,3,c42CLDR,c42CLDR0146661595137636,1595137636.1532428
4,3,c42CLDR,c42CLDR0146661595161749,1595161749.3851027
4,3,c42CLDR,c42CLDR0146661595199455,1595199455.5902584
4,4,d42CLDR,d42CLDR0146661595212189,1595212189.2061355
4,4,d42CLDR,d42CLDR0146661595168155,1595168155.4511409
4,4,d42CLDR,d42CLDR0146661595178669,1595178669.761097
4,4,d42CLDR,d42CLDR0146661595183564,1595183564.6953328
4,4,d42CLDR,d42CLDR0146661595179895,1595179895.14661
4,5,e42CLDR,e42CLDR0146661595170673,1595170673.404686
4,5,e42CLDR,e42CLDR0146661595172510,1595172510.5630844
4,5,e42CLDR,e42CLDR0146661595213188,1595213188.9725926
4,5,e42CLDR,e42CLDR0146661595176751,1595176751.6977618
4,5,e42CLDR,e42CLDR0146661595199537,1595199537.6600838
4,6,f42CLDR,f42CLDR0146661595156981,1595156981.4775748
4,6,f42CLDR,f42CLDR0146661595195557,1595195557.8048294
4,6,f42CLDR,f42CLDR0146661595158396,1595158396.1902807
4,6,f42CLDR,f42CLDR0146661595198797,1595198797.3376617
4,6,f42CLDR,f42CLDR0146661595183132,1595183132.374032
4,7,g42CLDR,g42CLDR0146661595151264,1595151264.5701287
4,7,g42CLDR,g42CLDR0146661595206059,1595206059.9042428
4,7,g42CLDR,g42CLDR0146661595143382,1595143382.9435189
4,7,g42CLDR,g42CLDR0146661595207395,1595207395.5100486
4,7,g42CLDR,g42CLDR0146661595219386,1595219386.3418694
4,8,h42CLDR,h42CLDR0146661595175450,1595175450.176211
4,8,h42CLDR,h42CLDR0146661595153079,1595153079.9884062
4,8,h42CLDR,h42CLDR0146661595188894,1595188894.4459815
4,8,h42CLDR,h42CLDR0146661595192445,1595192445.9951684
4,8,h42CLDR,h42CLDR0146661595186769,1595186769.2876322
4,9,i42CLDR,i42CLDR0146661595204917,1595204917.4309633
4,9,i42CLDR,i42CLDR0146661595143889,1595143889.2138977
4,9,i42CLDR,i42CLDR0146661595135479,1595135479.8509045
4,9,i42CLDR,i42CLDR0146661595191647,1595191647.2640073
4,9,i42CLDR,i42CLDR0146661595194647,1595194647.3532722
4,10,j42CLDR,j42CLDR0146661595164860,1595164860.3708503
4,10,j42CLDR,j42CLDR0146661595150941,1595150941.3730767
4,10,j42CLDR,j42CLDR0146661595152638,1595152638.585156
4,10,j42CLDR,j42CLDR0146661595139902,1595139902.5420256
4,10,j42CLDR,j42CLDR0146661595215511,1595215511.1789496
5,1,a42CLDR,a42CLDR0156661595220160,1595220160.7175267
5,2,b42CLDR,b42CLDR0156661595184449,1595184449.261324
5,3,c42CLDR,c42CLDR0156661595187743,1595187743.2139444
5,4,d42CLDR,d42CLDR0156661595186134,1595186134.8558238
5,5,e42CLDR,e42CLDR0156661595136814,1595136814.2029686
5,6,f42CLDR,f42CLDR0156661595188760,1595188760.3785005
5,7,g42CLDR,g42CLDR0156661595167803,1595167803.1459801
5,8,h42CLDR,h42CLDR0156661595194175,1595194175.7496676
5,9,i42CLDR,i42CLDR0156661595135310,1595135310.8391364
5,10,j42CLDR,j42CLDR0156661595141708,1595141708.0625093
1,1,a42CLDR,a42CLDR0116661595260396,1595260396.4816682
1,2,b42CLDR,b42CLDR0116661595252611,1595252611.1849632
1,3,c42CLDR,c42CLDR0116661595223429,1595223429.5155993
1,4,d42CLDR,d42CLDR0116661595286518,1595286518.513001
1,5,e42CLDR,e42CLDR0116661595293168,1595293168.2581384
1,6,f42CLDR,f42CLDR0116661595270822,1595270822.8849144
1,7,g42CLDR,g42CLDR0116661595305892,1595305892.0754392
1,8,h42CLDR,h42CLDR0116661595232613,1595232613.9639368
1,9,i42CLDR,i42CLDR0116661595295615,1595295615.5593193
1,10,j42CLDR,j42CLDR0116661595306938,1595306938.015836
2,1,a42CLDR,a42CLDR0126661595231511,1595231511.9541938
2,1,a42CLDR,a42CLDR0126661595272116,1595272116.2161055
2,2,b42CLDR,b42CLDR0126661595277956,1595277956.4365396
2,2,b42CLDR,b42CLDR0126661595297051,1595297051.0713966
2,3,c42CLDR,c42CLDR0126661595258046,1595258046.564377
2,3,c42CLDR,c42CLDR0126661595282897,1595282897.0209754
2,4,d42CLDR,d42CLDR0126661595276529,1595276529.9808037
2,4,d42CLDR,d42CLDR0126661595272490,1595272490.8124244
2,5,e42CLDR,e42CLDR0126661595258071,1595258071.9553993
2,5,e42CLDR,e42CLDR0126661595240379,1595240379.16571
2,6,f42CLDR,f42CLDR0126661595304325,1595304325.381092
2,6,f42CLDR,f42CLDR0126661595269750,1595269750.2362454
2,7,g42CLDR,g42CLDR0126661595302006,1595302006.762199
2,7,g42CLDR,g42CLDR0126661595275574,1595275574.3640692
2,8,h42CLDR,h42CLDR0126661595239712,1595239712.679289
2,8,h42CLDR,h42CLDR0126661595265480,1595265480.6675572
2,9,i42CLDR,i42CLDR0126661595282804,1595282804.750679
2,9,i42CLDR,i42CLDR0126661595295628,1595295628.2860973
2,10,j42CLDR,j42CLDR0126661595257237,1595257237.514504
2,10,j42CLDR,j42CLDR0126661595240240,1595240240.692442
3,1,a42CLDR,a42CLDR0136661595297725,1595297725.253069
3,2,b42CLDR,b42CLDR0136661595236492,1595236492.483538
3,3,c42CLDR,c42CLDR0136661595305461,1595305461.295348
3,4,d42CLDR,d42CLDR0136661595250452,1595250452.4042866
3,5,e42CLDR,e42CLDR0136661595293970,1595293970.2720013
3,6,f42CLDR,f42CLDR0136661595304004,1595304004.8027449
3,7,g42CLDR,g42CLDR0136661595256278,1595256278.4922814
3,8,h42CLDR,h42CLDR0136661595262615,1595262615.3381796
3,9,i42CLDR,i42CLDR0136661595292714,1595292714.5840256
3,10,j42CLDR,j42CLDR0136661595250766,1595250766.4203987
4,1,a42CLDR,a42CLDR0146661595276647,1595276647.1300297
4,1,a42CLDR,a42CLDR0146661595304970,1595304970.6102085
4,1,a42CLDR,a42CLDR0146661595236353,1595236353.9437935
4,1,a42CLDR,a42CLDR0146661595275907,1595275907.581083
4,1,a42CLDR,a42CLDR0146661595290069,1595290069.2264402
4,2,b42CLDR,b42CLDR0146661595239122,1595239122.2108085
4,2,b42CLDR,b42CLDR0146661595273315,1595273315.3637416
4,2,b42CLDR,b42CLDR0146661595287822,1595287822.3157277
4,2,b42CLDR,b42CLDR0146661595289346,1595289346.8911045
4,2,b42CLDR,b42CLDR0146661595246888,1595246888.9091382
4,3,c42CLDR,c42CLDR0146661595298474,1595298474.8354335
4,3,c42CLDR,c42CLDR0146661595260712,1595260712.8028336
4,3,c42CLDR,c42CLDR0146661595221829,1595221829.2409754
4,3,c42CLDR,c42CLDR0146661595244980,1595244980.0238683
4,3,c42CLDR,c42CLDR0146661595282157,1595282157.638266
4,4,d42CLDR,d42CLDR0146661595278249,1595278249.1323612
4,4,d42CLDR,d42CLDR0146661595258130,1595258130.8391087
4,4,d42CLDR,d42CLDR0146661595257452,1595257452.9960346
4,4,d42CLDR,d42CLDR0146661595297197,1595297197.6152205
4,4,d42CLDR,d42CLDR0146661595233884,1595233884.7615247
4,5,e42CLDR,e42CLDR0146661595238345,1595238345.4321191
4,5,e42CLDR,e42CLDR0146661595301872,1595301872.7506485
4,5,e42CLDR,e42CLDR0146661595276353,1595276353.5220814
4,5,e42CLDR,e42CLDR0146661595252283,1595252283.2251787
4,5,e42CLDR,e42CLDR0146661595248949,1595248949.6596572
4,6,f42CLDR,f42CLDR0146661595304309,1595304309.0000162
4,6,f42CLDR,f42CLDR0146661595255952,1595255952.8684142
4,6,f42CLDR,f42CLDR0146661595246707,1595246707.0803823
4,6,f42CLDR,f42CLDR0146661595240272,1595240272.0723572
4,6,f42CLDR,f42CLDR0146661595281204,1595281204.754614
4,7,g42CLDR,g42CLDR0146661595248624,1595248624.8010561
4,7,g42CLDR,g42CLDR0146661595296253,1595296253.2853937
4,7,g42CLDR,g42CLDR0146661595222353,1595222353.2337284
4,7,g42CLDR,g42CLDR0146661595302359,1595302359.9344876
4,7,g42CLDR,g42CLDR0146661595300653,1595300653.2083116
4,8,h42CLDR,h42CLDR0146661595224355,1595224355.8881607
4,8,h42CLDR,h42CLDR0146661595264922,1595264922.7453012
4,8,h42CLDR,h42CLDR0146661595283460,1595283460.0556605
4,8,h42CLDR,h42CLDR0146661595240405,1595240405.3099172
4,8,h42CLDR,h42CLDR0146661595271636,1595271636.5046346
4,9,i42CLDR,i42CLDR0146661595279511,1595279511.865923
4,9,i42CLDR,i42CLDR0146661595227283,1595227283.4681034
4,9,i42CLDR,i42CLDR0146661595270732,1595270732.82441
4,9,i42CLDR,i42CLDR0146661595284532,1595284532.499832
4,9,i42CLDR,i42CLDR0146661595244382,1595244382.875376
4,10,j42CLDR,j42CLDR0146661595280470,1595280470.5196347
4,10,j42CLDR,j42CLDR0146661595278093,1595278093.4559596
4,10,j42CLDR,j42CLDR0146661595237296,1595237296.3802204
4,10,j42CLDR,j42CLDR0146661595231022,1595231022.7460828
4,10,j42CLDR,j42CLDR0146661595221783,1595221783.13165
5,1,a42CLDR,a42CLDR0156661595253528,1595253528.6730647
5,2,b42CLDR,b42CLDR0156661595241388,1595241388.5550551
5,3,c42CLDR,c42CLDR0156661595291197,1595291197.519795
5,4,d42CLDR,d42CLDR0156661595249094,1595249094.5000463
5,5,e42CLDR,e42CLDR0156661595303837,1595303837.2868023
5,6,f42CLDR,f42CLDR0156661595223152,1595223152.9723356
5,7,g42CLDR,g42CLDR0156661595244381,1595244381.0579572
5,8,h42CLDR,h42CLDR0156661595267566,1595267566.4580352
5,9,i42CLDR,i42CLDR0156661595285794,1595285794.0219245
5,10,j42CLDR,j42CLDR0156661595222868,1595222868.2683334
1,1,a42CLDR,a42CLDR0116661595324586,1595324586.4411778
1,2,b42CLDR,b42CLDR0116661595320131,1595320131.739798
1,3,c42CLDR,c42CLDR0116661595364066,1595364066.9377358
1,4,d42CLDR,d42CLDR0116661595340287,1595340287.0490603
1,5,e42CLDR,e42CLDR0116661595381438,1595381438.4386227
1,6,f42CLDR,f42CLDR0116661595375175,1595375175.0658314
1,7,g42CLDR,g42CLDR0116661595327650,1595327650.7082753
1,8,h42CLDR,h42CLDR0116661595359972,1595359972.0898447
1,9,i42CLDR,i42CLDR0116661595315717,1595315717.2322748
1,10,j42CLDR,j42CLDR0116661595328014,1595328014.6149487
2,1,a42CLDR,a42CLDR0126661595334806,1595334806.491941
2,1,a42CLDR,a42CLDR0126661595343783,1595343783.239701
2,2,b42CLDR,b42CLDR0126661595333228,1595333228.5719342
2,2,b42CLDR,b42CLDR0126661595364454,1595364454.6693394
2,3,c42CLDR,c42CLDR0126661595315027,1595315027.769935
2,3,c42CLDR,c42CLDR0126661595382907,1595382907.2044547
2,4,d42CLDR,d42CLDR0126661595370285,1595370285.5226955
2,4,d42CLDR,d42CLDR0126661595379552,1595379552.2108054
2,5,e42CLDR,e42CLDR0126661595335843,1595335843.5663683
2,5,e42CLDR,e42CLDR0126661595307811,1595307811.617039
2,6,f42CLDR,f42CLDR0126661595380557,1595380557.9283056
2,6,f42CLDR,f42CLDR0126661595375252,1595375252.674616
2,7,g42CLDR,g42CLDR0126661595364059,1595364059.0246177
2,7,g42CLDR,g42CLDR0126661595349793,1595349793.8287477
2,8,h42CLDR,h42CLDR0126661595331969,1595331969.027506
2,8,h42CLDR,h42CLDR0126661595312349,1595312349.4338238
2,9,i42CLDR,i42CLDR0126661595327101,1595327101.841071
2,9,i42CLDR,i42CLDR0126661595308517,1595308517.8216941
2,10,j42CLDR,j42CLDR0126661595316796,1595316796.3260837
2,10,j42CLDR,j42CLDR0126661595330948,1595330948.7349763
3,1,a42CLDR,a42CLDR0136661595371504,1595371504.9789724
3,2,b42CLDR,b42CLDR0136661595319852,1595319852.1952655
3,3,c42CLDR,c42CLDR0136661595310607,1595310607.7924953
3,4,d42CLDR,d42CLDR0136661595369390,1595369390.3827496
3,5,e42CLDR,e42CLDR0136661595336649,1595336649.8576884
3,6,f42CLDR,f42CLDR0136661595373799,1595373799.99132
3,7,g42CLDR,g42CLDR0136661595327315,1595327315.8360956
3,8,h42CLDR,h42CLDR0136661595348539,1595348539.4180367
3,9,i42CLDR,i42CLDR0136661595337382,1595337382.76283
3,10,j42CLDR,j42CLDR0136661595349392,1595349392.4911914
4,1,a42CLDR,a42CLDR0146661595391071,1595391071.5113192
4,1,a42CLDR,a42CLDR0146661595343912,1595343912.0711389
4,1,a42CLDR,a42CLDR0146661595314896,1595314896.0903764
4,1,a42CLDR,a42CLDR0146661595371449,1595371449.6543949
4,1,a42CLDR,a42CLDR0146661595314446,1595314446.7597785
4,2,b42CLDR,b42CLDR0146661595360058,1595360058.3140385
4,2,b42CLDR,b42CLDR0146661595375524,1595375524.4405
4,2,b42CLDR,b42CLDR0146661595392919,1595392919.729343
4,2,b42CLDR,b42CLDR0146661595312510,1595312510.2301092
4,2,b42CLDR,b42CLDR0146661595346042,1595346042.173279
4,3,c42CLDR,c42CLDR0146661595385666,1595385666.864805
4,3,c42CLDR,c42CLDR0146661595392261,1595392261.2243364
4,3,c42CLDR,c42CLDR0146661595356100,1595356100.7763355
4,3,c42CLDR,c42CLDR0146661595342410,1595342410.872163
4,3,c42CLDR,c42CLDR0146661595373931,1595373931.6058624
4,4,d42CLDR,d42CLDR0146661595353990,1595353990.9365263
4,4,d42CLDR,d42CLDR0146661595345716,1595345716.8273723
4,4,d42CLDR,d42CLDR0146661595343813,1595343813.027254
4,4,d42CLDR,d42CLDR0146661595334741,1595334741.2862153
4,4,d42CLDR,d42CLDR0146661595334705,1595334705.4312394
4,5,e42CLDR,e42CLDR0146661595319311,1595319311.1618834
4,5,e42CLDR,e42CLDR0146661595379880,1595379880.3117664
4,5,e42CLDR,e42CLDR0146661595324270,1595324270.511324
4,5,e42CLDR,e42CLDR0146661595318324,1595318324.300532
4,5,e42CLDR,e42CLDR0146661595363404,1595363404.8802757
4,6,f42CLDR,f42CLDR0146661595366288,1595366288.568217
4,6,f42CLDR,f42CLDR0146661595315604,1595315604.6135817
4,6,f42CLDR,f42CLDR0146661595331991,1595331991.551041
4,6,f42CLDR,f42CLDR0146661595380509,1595380509.1897967
4,6,f42CLDR,f42CLDR0146661595359570,1595359570.760366
4,7,g42CLDR,g42CLDR0146661595366920,1595366920.2564502
4,7,g42CLDR,g42CLDR0146661595360222,1595360222.573754
4,7,g42CLDR,g42CLDR0146661595332310,1595332310.6737397
4,7,g42CLDR,g42CLDR0146661595317124,1595317124.7740686
4,7,g42CLDR,g42CLDR0146661595342829,1595342829.188849
4,8,h42CLDR,h42CLDR0146661595347667,1595347667.3425086
4,8,h42CLDR,h42CLDR0146661595338688,1595338688.4656782
4,8,h42CLDR,h42CLDR0146661595352122,1595352122.0140746
4,8,h42CLDR,h42CLDR0146661595376548,1595376548.1371174
4,8,h42CLDR,h42CLDR0146661595355988,1595355988.2679768
4,9,i42CLDR,i42CLDR0146661595359353,1595359353.3821418
4,9,i42CLDR,i42CLDR0146661595350384,1595350384.8259883
4,9,i42CLDR,i42CLDR0146661595338521,1595338521.2457514
4,9,i42CLDR,i42CLDR0146661595348721,1595348721.1399815
4,9,i42CLDR,i42CLDR0146661595377669,1595377669.655758
4,10,j42CLDR,j42CLDR0146661595371595,1595371595.1114905
4,10,j42CLDR,j42CLDR0146661595367749,1595367749.913835
4,10,j42CLDR,j42CLDR0146661595358891,1595358891.9353163
4,10,j42CLDR,j42CLDR0146661595363426,1595363426.5166361
4,10,j42CLDR,j42CLDR0146661595332461,1595332461.466705
5,1,a42CLDR,a42CLDR0156661595313789,1595313789.0340233
5,2,b42CLDR,b42CLDR0156661595372664,1595372664.302125
5,3,c42CLDR,c42CLDR0156661595346640,1595346640.2921095
5,4,d42CLDR,d42CLDR0156661595310045,1595310045.1999092
5,5,e42CLDR,e42CLDR0156661595335288,1595335288.8268764
5,6,f42CLDR,f42CLDR0156661595341906,1595341906.1476066
5,7,g42CLDR,g42CLDR0156661595355770,1595355770.6452448
5,8,h42CLDR,h42CLDR0156661595367176,1595367176.3580837
5,9,i42CLDR,i42CLDR0156661595318584,1595318584.717157
5,10,j42CLDR,j42CLDR0156661595338293,1595338293.26688
1,1,a42CLDR,a42CLDR0116661595395763,1595395763.9469981
1,2,b42CLDR,b42CLDR0116661595460004,1595460004.2905095
1,3,c42CLDR,c42CLDR0116661595443896,1595443896.5724967
1,4,d42CLDR,d42CLDR0116661595439911,1595439911.070372
1,5,e42CLDR,e42CLDR0116661595423558,1595423558.0092843
1,6,f42CLDR,f42CLDR0116661595453519,1595453519.4427607
1,7,g42CLDR,g42CLDR0116661595411011,1595411011.400132
1,8,h42CLDR,h42CLDR0116661595420919,1595420919.4691787
1,9,i42CLDR,i42CLDR0116661595398818,1595398818.143616
1,10,j42CLDR,j42CLDR0116661595467828,1595467828.6706526
2,1,a42CLDR,a42CLDR0126661595418359,1595418359.508328
2,1,a42CLDR,a42CLDR0126661595436109,1595436109.5797875
2,2,b42CLDR,b42CLDR0126661595435635,1595435635.4528131
2,2,b42CLDR,b42CLDR0126661595411873,1595411873.142558
2,3,c42CLDR,c42CLDR0126661595398101,1595398101.3891964
2,3,c42CLDR,c42CLDR0126661595456608,1595456608.0320637
2,4,d42CLDR,d42CLDR0126661595415178,1595415178.6962132
2,4,d42CLDR,d42CLDR0126661595448482,1595448482.1987882
2,5,e42CLDR,e42CLDR0126661595410075,1595410075.250669
2,5,e42CLDR,e42CLDR0126661595471506,1595471506.624457
2,6,f42CLDR,f42CLDR0126661595395824,1595395824.3504612
2,6,f42CLDR,f42CLDR0126661595475508,1595475508.6008766
2,7,g42CLDR,g42CLDR0126661595418327,1595418327.4797237
2,7,g42CLDR,g42CLDR0126661595439978,1595439978.8085346
2,8,h42CLDR,h42CLDR0126661595475891,1595475891.7264159
2,8,h42CLDR,h42CLDR0126661595415898,1595415898.239268
2,9,i42CLDR,i42CLDR0126661595417880,1595417880.7232058
2,9,i42CLDR,i42CLDR0126661595463271,1595463271.5433807
2,10,j42CLDR,j42CLDR0126661595458986,1595458986.2789915
2,10,j42CLDR,j42CLDR0126661595449670,1595449670.3652976
3,1,a42CLDR,a42CLDR0136661595453065,1595453065.4068997
3,2,b42CLDR,b42CLDR0136661595403276,1595403276.9715369
3,3,c42CLDR,c42CLDR0136661595409782,1595409782.012696
3,4,d42CLDR,d42CLDR0136661595414600,1595414600.600453
3,5,e42CLDR,e42CLDR0136661595400735,1595400735.8231359
3,6,f42CLDR,f42CLDR0136661595429971,1595429971.3978734
3,7,g42CLDR,g42CLDR0136661595474756,1595474756.9932847
3,8,h42CLDR,h42CLDR0136661595443575,1595443575.4891148
3,9,i42CLDR,i42CLDR0136661595416519,1595416519.5536885
3,10,j42CLDR,j42CLDR0136661595447208,1595447208.6804585
4,1,a42CLDR,a42CLDR0146661595443745,1595443745.0394812
4,1,a42CLDR,a42CLDR0146661595454860,1595454860.2834992
4,1,a42CLDR,a42CLDR0146661595419123,1595419123.510967
4,1,a42CLDR,a42CLDR0146661595420647,1595420647.1837926
4,1,a42CLDR,a42CLDR0146661595394114,1595394114.7928455
4,2,b42CLDR,b42CLDR0146661595445907,1595445907.506777
4,2,b42CLDR,b42CLDR0146661595452912,1595452912.828193
4,2,b42CLDR,b42CLDR0146661595407924,1595407924.4977984
4,2,b42CLDR,b42CLDR0146661595448608,1595448608.7687216
4,2,b42CLDR,b42CLDR0146661595450365,1595450365.1899555
4,3,c42CLDR,c42CLDR0146661595459246,1595459246.9016635
4,3,c42CLDR,c42CLDR0146661595437889,1595437889.2193725
4,3,c42CLDR,c42CLDR0146661595422850,1595422850.8761764
4,3,c42CLDR,c42CLDR0146661595413828,1595413828.1413884
4,3,c42CLDR,c42CLDR0146661595461964,1595461964.000124
4,4,d42CLDR,d42CLDR0146661595452478,1595452478.5137215
4,4,d42CLDR,d42CLDR0146661595407946,1595407946.7993689
4,4,d42CLDR,d42CLDR0146661595430029,1595430029.6654058
